Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,609.6145,27.6640,27.5982,0.0658,2.4264,27.7060,2.7757,24.9303,45.4241,50.0155,57.9539,609.6145,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,637.2785,37.6442,37.4599,0.1843,2.4726,37.3769,2.4996,34.8773,67.7756,16.6590,-22.3515,637.2785,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,674.9227,39.3816,39.3151,0.0665,2.2095,39.6872,2.6376,37.0496,46.7904,50.0765,20.9852,674.9227,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,714.3043,31.0167,30.9208,0.0959,2.5198,30.7519,2.5813,28.1706,57.4853,49.9162,-10.6949,714.3043,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,745.3210,46.2558,46.1708,0.0850,2.2599,46.4344,2.6356,43.7988,76.3848,16.7862,-18.8995,745.3210,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,791.5768,30.5323,30.4736,0.0587,2.4430,30.5890,2.6937,27.8953,46.9152,33.2910,29.4696,791.5768,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,822.1091,30.5215,30.4488,0.0727,2.5038,30.4025,2.6596,27.7429,49.6739,33.2556,-2.7587,822.1091,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,852.6306,31.0869,31.0074,0.0795,2.3883,31.0783,2.5228,28.5555,52.4080,16.7430,-2.7341,852.6306,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,883.7175,32.0334,31.9598,0.0736,2.3839,32.1062,2.5945,29.5117,38.0641,33.3362,14.3439,883.7175,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,915.7509,29.9436,29.8433,0.1003,2.4613,29.8756,2.6617,27.2139,39.3669,33.2504,-1.3028,915.7509,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,945.6945,30.9027,30.8283,0.0744,2.3971,30.8268,2.6038,28.2230,42.6737,66.7960,-3.3068,945.6945,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,976.5972,47.1866,47.1120,0.0746,2.3257,47.3202,2.6017,44.7185,78.5670,66.5458,-35.8933,976.5972,NA,NA,NA
elpian_ui_example.exe,2372,0x1F5231A5900,DXGI,0,0,0,Composed: Copy with GPU GDI,1023.7838,72.4883,72.3649,0.1234,2.4641,72.3081,2.5754,69.7327,97.9262,33.3461,-19.3592,1023.7838,NA,NA,NA
